property_id,type,location,bedrooms,price,area_sqft,listing_freshness,roi_potential
953,Apartment,Downtown Dubai,3,2055537,4952,Old,Medium
954,Penthouse,Downtown Dubai,1,1152755,2164,Old,Medium
955,Townhouse,Business Bay,1,4166344,1625,Old,Medium
956,Townhouse,Business Bay,1,4026362,1635,Old,Medium
957,Penthouse,Business Bay,2,1243088,1429,Old,High
958,Apartment,Downtown Dubai,2,3095834,3071,Old,Medium
959,Villa,Downtown Dubai,1,559778,4362,Old,Medium
960,Townhouse,Business Bay,2,1594409,4942,New,Medium
961,Apartment,JVC,5,3153528,3577,Old,Medium
962,Apartment,JVC,5,4604399,4122,Old,Medium
963,Villa,Marina,2,2013083,1875,Old,Medium
964,Townhouse,Palm Jumeirah,1,3842103,3296,Old,Medium
965,Townhouse,JVC,2,2673513,1208,Old,Medium
966,Apartment,Downtown Dubai,2,1898949,1378,Old,Medium
967,Apartment,JVC,2,1022154,2863,New,High
968,Villa,Marina,3,3968582,1125,Old,Medium
969,Villa,Marina,5,1511930,2901,Old,Medium
970,Townhouse,Palm Jumeirah,4,1579525,3762,Old,Medium
971,Penthouse,JVC,4,2285818,1616,Old,Medium
972,Townhouse,Downtown Dubai,3,3451720,4451,Old,Medium
973,Apartment,Downtown Dubai,2,1660117,2597,Old,Medium
974,Townhouse,Business Bay,3,2582963,3206,New,Medium
975,Penthouse,Downtown Dubai,3,4756146,1178,New,Medium
976,Villa,Palm Jumeirah,1,3085171,1372,Old,Medium
977,Penthouse,Palm Jumeirah,5,1781506,3210,Old,Medium
978,Penthouse,Downtown Dubai,4,789134,2523,Old,Medium
979,Penthouse,Downtown Dubai,2,3268705,998,New,Medium
980,Villa,Business Bay,4,4824660,3741,Old,Medium
981,Penthouse,Downtown Dubai,4,3366069,624,Old,Medium
982,Penthouse,Business Bay,5,1237090,1240,Old,High
983,Penthouse,Business Bay,4,1414565,2214,Old,High
984,Apartment,Downtown Dubai,4,4335598,1506,New,Medium
985,Penthouse,Marina,3,1552425,524,Old,Medium
986,Villa,Marina,5,1277567,3646,Old,Medium
987,Penthouse,Business Bay,1,3216207,3331,Old,Medium
988,Penthouse,Downtown Dubai,2,2249736,4525,Old,Medium
989,Villa,Marina,4,2070234,3371,Old,Medium
990,Penthouse,Downtown Dubai,2,551707,2417,New,Medium
991,Villa,Downtown Dubai,1,780833,2815,Old,Medium
992,Penthouse,Downtown Dubai,2,4199100,4990,Old,Medium
993,Villa,JVC,1,1588963,3496,Old,Medium
994,Penthouse,Downtown Dubai,3,2377145,2009,Old,Medium
995,Penthouse,JVC,4,2783785,1117,Old,Medium
996,Apartment,Business Bay,1,4494420,3961,Old,Medium
997,Apartment,Marina,2,1334874,1416,Old,Medium
998,Penthouse,Marina,4,1389493,3965,Old,Medium
999,Penthouse,Marina,3,1278799,4870,Old,Medium
1000,Townhouse,Marina,4,4033716,2360,Old,Medium
